"Ngày","Hà Nội","TP HCM","Hưng Yên","Hà Nam","Vĩnh Phúc","Đà Nẵng","Yên Bái","Quảng Nam","Đồng Nai","Hải Dương","Thái Bình","Quảng Ngãi","Lạng Sơn","Bắc Ninh","Thanh Hóa","Điện Biên","Nghệ An","Nam Định","Phú Thọ","Quảng Ninh","Bắc Giang","Hải Phòng","Thừa Thiên Huế","Đăk Lăk","Hòa Bình","Quảng Trị","Tuyên Quang","Sơn La","Ninh Bình","Thái Nguyên","Long An","Bạc Liêu","Gia Lai","Tây Ninh","Bình Dương","Trà Vinh","Đồng Tháp","Hà Tĩnh","Tiền Giang","Bắc Kạn","Lào Cai","An Giang","Vĩnh Long","Kiên Giang","Khánh Hòa","Phú Yên","Bình Thuận","Cần Thơ","Bà Rịa - Vũng Tàu","Bình Định","Bình Phước","Lâm Đồng","Ninh Thuận","Bến Tre","Sóc Trăng","Cà Mau","Hậu Giang","Đăk Nông","Kon Tum","Hà Giang","Quảng Bình","Lai Châu","Cao Bằng","","","","","",""
"11/10","0","129","0","19","1","1","0","1","132","0","0","9","0","1","1","0","2","1","0","0","0","0","2","16","0","12","0","1","1","0","31","19","12","36","231","18","24","2","25","0","1","68","9","36","24","2","47","22","12","6","7","5","14","9","16","24","28","10","6","2","5","0","0","","","","","",""
"12/10","0","124","0","18","1","1","0","1","128","0","0","9","0","1","1","0","1","1","0","0","0","0","2","16","0","11","0","1","1","0","30","20","15","43","204","20","25","2","22","0","1","65","9","36","24","2","40","21","9","6","6","5","12","9","16","25","26","10","7","2","5","1","0","","","","","",""
"13/10","1","115","0","17","1","1","0","3","126","0","0","10","0","1","2","0","2","1","0","0","0","0","2","19","0","12","0","1","1","0","29","21","17","44","190","19","28","2","23","0","1","62","8","36","24","3","40","19","9","5","6","6","11","8","16","26","30","11","7","20","5","1","0","","","","","",""
"14/10","1","106","0","16","1","1","0","4","128","0","0","10","0","2","2","0","2","0","0","0","0","0","3","19","0","9","0","1","1","0","28","20","16","60","175","19","28","2","23","0","2","57","8","36","22","3","42","18","8","6","7","8","10","8","104","23","31","10","5","20","4","1","0","","","","","",""
"15/10","0","94","0","16","1","1","0","4","127","0","0","9","0","2","2","0","2","0","1","0","0","0","5","19","0","9","0","1","0","0","26","23","16","57","163","20","30","2","23","0","2","57","9","36","20","2","38","17","7","5","6","6","11","8","139","33","30","9","5","20","5","1","0","","","","","",""
"16/10","1","84","0","14","1","1","0","9","121","0","0","10","0","2","3","0","3","1","0","0","0","0","4","19","0","8","0","2","0","0","27","25","14","61","146","23","31","2","28","0","1","47","9","34","20","2","37","19","7","5","6","7","10","8","135","37","32","10","10","24","5","1","0","","","","","",""
"17/10","1","84","0","14","0","0","0","10","117","1","0","12","0","2","3","0","3","1","1","0","0","0","4","20","0","6","0","2","0","0","26","22","14","69","136","21","31","2","27","0","2","47","9","34","20","2","31","18","7","5","5","7","9","7","140","37","31","9","11","23","5","1","0","","","","","",""
"18/10","1","78","0","14","0","0","0","13","113","0","0","10","0","2","4","0","3","2","5","0","0","0","5","17","0","7","1","1","0","0","25","26","16","66","135","20","31","1","28","0","2","45","10","35","21","3","30","17","7","5","5","5","9","5","154","39","31","9","13","23","6","1","0","","","","","",""
"19/10","1","77","0","14","0","0","0","14","109","0","1","10","0","2","5","1","3","2","9","0","0","0","4","17","0","6","1","1","1","0","24","25","15","66","138","22","30","1","31","0","2","46","10","36","21","2","25","16","7","5","5","7","9","5","171","39","28","9","12","23","6","1","0","","","","","",""
"20/10","1","79","0","14","0","1","1","13","103","1","0","10","0","2","5","1","4","2","12","0","0","0","5","15","0","9","1","1","1","0","25","30","17","66","137","21","26","1","31","0","2","50","10","36","21","2","25","19","6","5","6","7","8","6","179","39","27","8","13","10","5","1","0","","","","","",""
"21/10","1","83","0","14","0","1","1","13","95","1","0","10","0","2","6","1","5","3","15","0","0","0","5","12","0","9","1","2","1","0","25","41","20","58","137","24","25","1","32","0","1","54","10","37","21","2","26","19","7","7","6","5","8","5","100","46","25","8","14","10","6","1","0","","","","","",""
"22/10","1","83","0","14","0","1","1","13","90","1","1","10","0","3","6","1","6","3","18","0","0","0","5","26","0","7","1","1","1","0","27","46","22","65","135","30","22","1","31","0","1","57","10","37","22","2","32","17","7","7","6","5","8","6","78","36","23","7","17","12","8","0","0","","","","","",""
"23/10","1","83","0","14","0","1","1","9","96","1","1","9","0","3","5","1","6","3","23","0","0","0","8","22","0","7","1","1","1","0","27","57","23","64","140","32","18","1","33","0","2","61","10","37","22","3","30","17","9","7","8","5","8","6","66","32","21","5","14","9","8","0","0","","","","","",""
"24/10","1","82","0","12","0","2","1","9","93","0","1","7","0","3","6","0","6","4","25","0","1","0","10","31","0","7","1","1","1","0","29","72","25","62","139","42","18","1","35","0","2","71","10","37","22","3","31","18","10","7","8","5","8","7","86","31","17","5","15","16","9","1","0","","","","","",""
"25/10","1","82","0","11","1","2","1","6","96","0","1","6","0","3","5","0","6","4","23","1","1","0","11","30","0","8","1","1","1","0","29","84","25","75","143","44","16","1","36","0","2","77","10","37","23","2","33","18","11","8","8","5","9","8","78","29","20","7","12","18","8","1","0","","","","","",""
"26/10","1","80","1","10","1","2","0","8","99","0","1","6","1","3","6","0","7","5","22","1","1","0","12","39","0","8","1","1","1","0","30","91","26","76","144","51","13","1","38","0","2","86","11","38","24","2","35","21","14","9","10","3","10","8","62","28","22","7","12","22","8","1","0","","","","","",""
"27/10","1","78","1","9","1","1","0","12","105","0","1","7","1","2","6","0","7","7","20","1","1","0","12","48","0","5","1","1","1","0","31","107","22","89","145","55","14","1","42","0","1","87","11","42","24","2","39","25","14","8","11","3","11","8","62","24","24","7","11","19","7","1","0","","","","","",""
"28/10","2","76","1","11","1","2","0","20","117","0","1","6","1","3","6","0","7","8","23","1","2","0","15","53","0","6","1","0","1","0","32","96","23","89","150","58","14","1","45","0","2","93","12","46","23","3","42","35","14","6","9","4","14","10","63","24","27","7","11","40","7","1","0","","","","","",""
"29/10","2","74","1","10","1","2","0","22","126","0","1","6","1","3","6","0","6","8","22","1","2","0","14","43","0","6","1","0","1","0","33","131","23","92","160","57","15","0","46","0","1","98","14","55","22","3","41","41","13","6","11","3","13","12","63","25","30","7","9","45","7","1","0","","","","","",""
"30/10","2","77","1","11","2","2","0","22","128","0","0","6","1","4","6","0","6","9","19","1","2","0","14","51","0","6","1","0","1","0","35","161","24","102","166","59","17","1","49","0","1","98","16","67","21","4","41","46","12","6","11","4","24","15","79","25","33","8","9","44","8","2","0","","","","","",""
"31/10","3","78","1","13","2","2","0","22","136","0","1","6","1","6","5","0","6","9","19","1","3","0","12","49","0","8","0","0","1","0","37","189","25","100","172","56","20","1","58","0","1","101","18","79","19","4","48","52","16","7","14","3","31","18","70","27","38","7","7","48","7","1","0","","","","","",""
"1/11","3","77","1","14","2","1","0","23","143","0","1","6","0","9","6","0","6","8","22","1","4","0","12","56","0","6","1","0","1","0","38","214","23","99","178","57","24","1","61","0","1","100","21","101","18","4","57","62","23","6","21","5","40","19","78","29","38","5","11","57","8","1","0","","","","","",""
"2/11","4","76","1","15","2","2","0","21","155","0","1","6","0","18","5","0","6","7","23","1","4","1","12","52","0","6","1","0","1","1","41","238","25","100","189","53","29","1","65","0","1","101","25","118","16","4","67","69","26","7","20","6","53","21","92","31","40","6","13","65","8","1","0","","","","","",""
"3/11","4","74","1","15","2","2","0","21","168","1","1","7","1","21","5","4","6","6","26","1","5","1","14","44","0","7","1","1","2","1","43","243","26","106","199","49","32","1","70","0","1","106","29","131","15","5","70","74","32","10","25","7","67","24","100","31","40","6","13","76","9","1","0","","","","","",""
"4/11","5","73","3","15","1","3","0","15","174","1","1","7","1","24","5","8","4","4","25","1","9","1","14","50","0","6","1","1","2","2","48","243","24","110","212","52","37","1","77","0","2","111","34","150","15","4","76","78","39","12","30","6","76","21","106","29","41","8","12","68","9","1","0","","","","","",""
"5/11","6","73","4","15","1","4","0","14","182","1","1","8","1","26","6","10","5","5","24","2","11","1","13","53","0","6","1","1","2","2","51","250","26","121","221","54","43","2","82","1","2","116","40","163","16","4","95","86","45","12","39","8","86","25","109","44","42","19","11","77","6","2","0","","","","","",""
"6/11","7","72","5","15","2","6","0","15","195","2","1","9","3","29","7","14","6","6","27","5","13","1","16","49","0","5","1","1","2","3","53","235","25","126","232","54","51","3","82","1","2","129","46","173","18","3","105","94","51","12","36","9","82","28","111","67","36","18","11","94","6","3","0","","","","","",""
"7/11","7","72","6","14","2","7","0","14","205","2","1","12","2","30","8","17","7","8","28","7","16","1","17","49","1","3","1","1","2","3","54","222","23","151","238","53","64","5","83","1","2","134","55","179","21","4","117","101","59","14","43","11","81","29","115","77","39","25","13","95","7","3","0","","","","","",""
"8/11","8","76","8","12","3","9","0","14","215","3","1","12","2","31","7","17","8","11","27","8","18","2","16","47","0","3","1","2","2","4","56","205","26","167","244","51","81","6","96","1","1","150","64","173","26","4","125","103","62","17","44","11","79","31","99","90","40","35","8","100","9","3","0","","","","","",""
"9/11","10","83","9","11","4","11","0","16","217","3","1","14","2","26","7","18","8","12","25","8","19","2","18","53","1","4","1","2","2","3","55","196","24","177","237","62","99","6","96","1","1","163","75","166","32","6","135","104","70","18","53","11","72","32","133","109","41","33","7","103","8","4","0","","","","","",""
"10/11","10","87","11","10","4","13","0","11","216","3","1","17","3","25","7","15","9","13","24","8","19","2","16","58","1","4","2","1","1","3","55","190","25","191","231","66","110","9","107","1","1","170","83","163","40","6","147","103","79","18","59","10","64","34","142","124","44","37","8","101","9","4","1","","","","","",""
"11/11","11","90","10","8","5","13","0","10","215","5","1","19","5","26","7","13","10","16","24","9","17","2","17","55","1","7","2","2","2","2","53","222","26","226","218","65","126","10","115","1","0","181","92","158","47","8","150","93","87","20","65","14","57","39","125","135","48","44","8","99","10","4","1","","","","","",""
"12/11","12","95","9","8","5","14","0","12","211","6","4","20","6","26","7","12","10","16","24","10","17","2","20","48","1","11","2","2","1","2","51","198","21","244","207","65","139","10","142","0","0","195","110","154","58","8","149","91","96","22","64","16","56","39","134","136","55","42","8","90","13","3","1","","","","","",""
"13/11","13","98","9","6","4","15","0","12","200","6","8","22","4","25","7","11","12","16","21","7","17","2","21","51","1","13","2","2","2","2","47","190","19","272","195","70","156","11","149","0","0","198","129","137","70","10","154","81","107","30","84","18","54","40","142","132","64","48","7","80","13","1","1","","","","","",""
"14/11","13","97","8","7","4","15","1","14","189","6","15","21","6","23","7","12","11","15","21","9","15","2","27","55","1","18","5","2","2","2","46","187","20","267","187","76","161","9","152","0","0","212","145","130","82","10","162","76","111","29","91","17","52","43","147","137","66","49","5","73","15","1","2","","","","","",""
"15/11","14","96","8","8","3","14","1","16","176","8","20","23","7","23","7","13","10","12","18","10","14","2","33","48","1","18","10","1","4","1","46","195","18","286","179","88","163","10","158","1","0","218","159","128","85","12","168","72","114","29","102","20","50","44","172","137","70","48","5","71","13","1","2","","","","","",""
"16/11","13","95","7","8","3","14","1","18","167","9","25","22","8","26","7","14","13","15","17","10","16","2","36","42","1","21","13","1","4","1","46","205","18","324","178","90","164","10","184","1","1","214","172","130","89","12","230","71","127","28","111","25","48","55","153","141","75","55","5","71","14","0","3","","","","","",""
"17/11","15","94","7","10","4","15","1","21","161","12","28","20","7","32","7","13","13","16","16","16","18","2","44","42","1","21","15","1","5","1","47","215","14","319","177","98","178","8","191","0","1","218","185","134","91","12","246","72","147","31","119","25","45","62","159","146","79","54","4","75","16","0","5","","","","","",""
"18/11","15","99","6","11","8","16","1","24","149","12","33","21","5","33","7","20","14","15","12","17","19","2","49","40","2","19","18","1","5","1","45","218","16","317","180","105","188","9","203","0","1","214","200","128","91","13","254","78","168","33","128","28","47","71","187","144","87","51","4","91","17","0","9","","","","","",""
"19/11","17","98","5","11","11","16","1","25","142","11","35","22","5","35","7","23","16","17","12","19","18","1","52","40","2","19","21","1","6","1","45","237","17","324","180","116","196","8","189","1","1","198","202","123","90","13","261","83","191","33","136","30","45","77","194","145","90","47","3","94","15","0","10","","","","","",""
"20/11","18","96","5","13","15","17","1","26","138","11","34","22","6","39","8","23","15","19","11","19","18","2","54","44","2","22","25","2","5","1","47","254","21","315","182","132","199","7","182","1","2","187","203","126","86","14","272","93","204","28","142","33","47","80","202","151","106","55","3","97","17","0","11","","","","","",""
"21/11","19","99","6","14","24","19","1","33","135","12","29","23","6","45","8","23","16","21","11","17","20","2","56","32","3","19","25","2","6","1","46","263","20","322","184","144","207","9","175","1","2","163","205","132","83","13","283","109","233","35","139","40","48","89","210","158","123","52","3","104","18","0","12","","","","","",""
"22/11","19","103","5","14","26","21","1","35","134","11","26","24","5","53","9","26","18","23","10","18","19","2","59","41","4","23","24","2","4","2","43","273","24","321","187","146","215","10","151","0","2","141","207","125","88","14","285","142","252","39","148","45","51","107","218","160","138","53","4","110","17","0","12","","","","","",""
"23/11","21","103","6","16","31","23","1","38","132","10","23","27","5","55","9","25","16","21","11","20","17","2","67","40","8","22","25","2","5","2","46","289","24","314","1331","156","228","12","119","0","3","133","228","127","89","18","240","158","288","43","179","43","55","111","222","153","151","55","5","105","20","0","13","","","","","",""
"24/11","21","107","6","17","42","25","1","39","130","7","23","28","5","64","11","26","18","22","12","16","13","3","66","38","14","25","25","2","3","2","42","299","26","346","1335","171","236","12","93","1","3","115","246","125","92","21","238","208","301","46","172","45","57","120","227","152","166","65","4","106","17","0","12","","","","","",""
"25/11","22","107","6","17","42","29","1","41","129","7","21","27","6","68","11","19","20","21","13","15","12","3","66","37","22","29","25","2","4","3","44","333","30","350","1334","181","242","12","65","1","2","101","264","131","97","20","244","258","322","51","187","56","55","137","239","163","182","69","4","94","25","0","10","","","","","",""
"26/11","22","112","9","17","44","35","1","43","128","6","17","30","10","73","12","17","20","20","14","13","11","3","69","47","22","33","25","2","5","4","42","348","28","355","1336","192","248","13","50","0","3","102","286","137","102","23","254","310","340","56","196","59","53","163","249","172","197","78","5","101","26","0","10","","","","","",""
"27/11","23","120","10","15","49","37","1","44","127","8","16","31","13","76","12","14","22","18","14","13","10","4","70","36","28","31","25","1","5","8","42","374","29","627","1338","197","253","13","43","2","2","102","310","148","109","25","267","371","368","65","184","63","52","173","254","178","211","78","6","110","26","0","10","","","","","",""
"28/11","23","122","12","14","45","39","3","39","125","8","15","30","12","81","13","13","22","17","14","14","6","10","71","40","33","33","25","2","3","12","42","391","33","651","1339","171","259","16","44","2","3","101","333","152","116","26","275","422","367","70","228","66","56","197","262","183","225","84","6","106","24","0","9","","","","","",""
"29/11","26","122","12","12","46","42","5","39","126","11","14","30","15","78","13","9","24","17","17","12","6","11","72","31","38","32","25","1","4","15","44","408","29","664","1339","207","265","13","42","2","2","107","358","165","127","27","292","452","389","75","252","69","55","199","277","196","238","89","5","107","26","0","11","","","","","",""
"30/11","27","125","13","11","43","43","7","36","124","13","12","30","16","77","14","8","24","18","18","11","5","19","68","34","38","35","25","1","4","19","41","415","33","675","196","194","265","17","47","3","2","106","364","169","142","26","300","503","402","80","247","81","56","214","304","207","251","100","5","105","23","0","12","","","","","",""
"1/12","29","126","17","10","34","46","10","33","122","14","12","30","19","68","15","9","22","18","21","11","5","24","73","44","32","32","25","1","3","25","40","413","34","673","194","188","264","18","52","3","3","109","374","176","156","28","309","521","417","87","284","97","61","224","332","230","263","98","7","96","26","0","13","","","","","",""
"2/12","32","127","21","8","31","48","11","31","120","16","10","30","21","66","15","6","21","19","20","11","5","26","78","43","30","30","26","1","3","31","38","399","28","680","183","179","264","16","55","3","3","111","384","176","173","30","317","541","415","88","297","94","67","232","353","248","271","101","8","94","17","0","14","","","","","",""
"3/12","39","122","19","7","29","50","13","30","118","17","10","27","15","64","16","6","21","19","20","10","5","35","152","42","33","21","26","1","1","37","41","374","29","690","167","171","265","18","54","4","4","105","387","172","192","31","324","548","407","93","318","93","75","237","378","257","265","108","10","92","16","0","14","","","","","",""
"4/12","41","120","22","8","24","53","18","30","113","18","10","26","11","62","17","4","19","20","21","10","6","38","172","44","28","23","26","1","2","39","39","373","34","444","151","168","266","19","59","3","5","105","388","176","210","33","329","551","400","93","360","80","81","276","341","270","265","113","9","89","16","0","13","","","","","",""
"5/12","42","121","25","7","22","55","18","30","107","21","9","30","13","57","18","3","17","20","22","13","6","36","187","40","25","19","24","1","2","37","39","360","32","452","137","189","272","14","65","3","6","112","388","174","227","34","333","565","416","109","356","77","84","284","364","274","265","118","12","97","16","0","14","","","","","",""
"6/12","44","116","28","6","21","60","19","28","99","20","10","31","15","57","18","3","13","20","20","12","6","42","182","55","21","21","25","1","2","39","38","353","38","464","117","180","277","16","78","3","6","111","386","169","239","36","326","587","409","111","368","79","82","312","382","295","265","120","10","90","20","0","12","","","","","",""
"7/12","44","116","28","6","21","60","19","28","99","20","10","31","15","57","18","3","13","20","20","12","6","42","182","55","21","21","25","1","2","39","38","353","38","464","117","180","277","16","78","3","6","111","386","169","239","36","326","587","409","111","368","79","82","312","382","295","265","120","10","90","20","0","12","","","","","",""
