"Ngày","Hà Nội","TP HCM","Hưng Yên","Hà Nam","Vĩnh Phúc","Đà Nẵng","Yên Bái","Quảng Nam","Đồng Nai","Hải Dương","Thái Bình","Quảng Ngãi","Lạng Sơn","Bắc Ninh","Thanh Hóa","Điện Biên","Nghệ An","Nam Định","Phú Thọ","Quảng Ninh","Bắc Giang","Hải Phòng","Thừa Thiên Huế","Đăk Lăk","Hòa Bình","Quảng Trị","Tuyên Quang","Sơn La","Ninh Bình","Thái Nguyên","Long An","Bạc Liêu","Gia Lai","Tây Ninh","Bình Dương","Trà Vinh","Đồng Tháp","Hà Tĩnh","Tiền Giang","Bắc Kạn","Lào Cai","An Giang","Vĩnh Long","Kiên Giang","Khánh Hòa","Phú Yên","Bình Thuận","Cần Thơ","Bà Rịa - Vũng Tàu","Bình Định","Bình Phước","Lâm Đồng","Ninh Thuận","Bến Tre","Sóc Trăng","Cà Mau","Hậu Giang","Đăk Nông","Kon Tum","Hà Giang","Quảng Bình","Lai Châu","Cao Bằng","","","","","",""
"6/7","0","42","4","0","0","1","0","0","2","0","0","5","0","2","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","8","0","0","1","22","1","18","1","5","0","0","2","1","0","2","28","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"7/7","0","48","4","0","0","1","0","0","2","0","0","5","0","2","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","9","0","0","1","21","1","18","1","6","0","0","2","4","0","6","26","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"8/7","0","53","3","0","0","0","0","0","2","0","0","5","0","2","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","8","1","0","1","23","1","25","0","4","0","0","2","5","0","8","26","0","0","1","1","1","1","0","0","0","1","0","0","0","0","0","0","0","","","","","",""
"9/7","0","62","3","0","1","0","0","0","3","0","0","5","0","3","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","12","1","0","1","25","2","27","0","6","0","0","2","5","0","10","25","0","0","1","1","1","1","0","0","0","1","1","0","0","0","0","0","0","","","","","",""
"10/7","0","68","3","0","1","0","0","0","3","0","0","5","0","3","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","14","1","0","1","29","2","30","0","9","0","0","3","7","0","12","24","0","0","2","1","2","0","0","0","1","1","1","0","0","0","0","0","0","","","","","",""
"11/7","0","77","3","0","1","1","0","0","3","0","0","4","0","3","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","12","1","0","1","35","2","32","0","10","0","0","3","11","0","12","25","0","1","2","1","2","1","1","1","1","1","2","0","0","0","0","0","0","","","","","",""
"12/7","1","90","3","0","1","2","0","0","5","0","0","5","0","3","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","11","1","0","1","35","3","25","0","16","0","0","3","13","0","15","24","0","1","2","0","2","0","1","1","1","1","3","0","0","0","0","0","0","","","","","",""
"13/7","1","102","3","0","1","2","0","0","5","0","0","5","0","3","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","18","1","0","1","39","3","20","0","16","0","0","3","16","0","15","22","0","1","4","0","2","0","1","2","1","1","3","0","0","0","0","0","0","","","","","",""
"14/7","1","118","3","0","0","4","0","0","9","0","0","4","0","3","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","17","1","0","1","39","3","28","0","22","0","0","3","15","1","15","24","1","2","6","0","2","1","2","5","3","1","3","0","0","0","0","0","0","","","","","",""
"15/7","1","137","4","0","1","6","0","0","13","0","0","3","0","3","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","19","1","0","1","39","3","28","0","22","0","0","2","15","1","15","27","2","3","7","0","3","0","4","7","3","0","3","1","0","0","0","0","0","","","","","",""
"16/7","1","151","5","0","0","10","0","0","15","0","0","3","0","2","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","15","0","0","4","43","2","36","0","28","0","0","2","20","1","17","29","3","4","7","0","5","0","5","9","3","1","3","1","0","0","0","0","0","","","","","",""
"17/7","1","167","5","1","0","13","0","0","17","0","0","2","0","2","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","21","0","0","4","42","3","43","0","24","0","0","2","21","1","23","28","4","4","8","0","5","1","5","11","3","0","3","1","0","0","0","0","0","","","","","",""
"18/7","2","203","6","1","0","16","0","0","22","0","0","2","0","2","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","23","0","0","7","47","3","46","0","23","0","0","2","21","2","28","30","6","6","11","1","5","0","5","12","3","0","2","1","0","0","0","0","0","","","","","",""
"19/7","2","218","6","1","1","15","0","1","24","0","0","3","0","2","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","25","0","0","7","62","3","47","0","17","0","1","2","22","3","26","32","8","7","13","1","5","0","6","14","4","0","1","1","0","0","0","0","0","","","","","",""
"20/7","2","235","6","1","1","20","0","1","29","0","0","3","1","2","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","20","0","1","7","78","3","49","0","24","0","1","2","24","4","30","33","9","11","13","1","6","1","9","16","4","0","3","2","0","0","0","0","0","","","","","",""
"21/7","3","249","6","1","3","19","0","1","30","0","0","3","1","2","0","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","24","0","1","9","114","4","48","0","21","0","0","2","26","4","30","33","9","12","13","1","7","1","12","15","3","0","4","2","0","1","0","0","0","","","","","",""
"22/7","3","266","4","1","3","18","0","1","33","0","0","3","1","2","0","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","47","0","1","9","137","4","49","0","25","0","1","2","28","5","28","29","9","15","17","2","6","1","9","18","4","0","5","2","1","1","0","0","0","","","","","",""
"23/7","4","294","3","1","3","19","0","1","37","0","0","5","1","2","0","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","83","0","1","24","155","6","47","0","22","0","0","2","25","5","28","28","13","16","22","2","5","1","15","18","4","0","5","4","1","1","0","0","0","","","","","",""
"24/7","4","323","2","0","5","19","0","2","41","0","0","5","0","2","0","0","1","0","0","0","0","0","0","3","0","0","0","0","0","0","186","1","0","36","182","4","41","0","35","0","0","2","23","6","28","26","15","18","26","3","4","1","16","20","3","0","6","3","1","1","0","0","0","","","","","",""
"25/7","3","321","1","0","6","16","0","2","45","0","0","5","0","2","0","0","1","0","0","0","0","0","0","4","0","0","0","0","0","0","181","1","1","59","218","7","40","0","45","0","0","2","24","6","37","32","18","20","34","3","6","1","17","22","4","0","8","4","1","1","0","0","0","","","","","",""
"26/7","4","354","1","0","6","22","0","2","48","0","0","4","0","2","0","0","1","0","0","0","0","0","0","6","0","0","0","0","0","0","179","1","1","59","228","7","45","0","57","0","0","3","25","6","35","33","20","22","31","4","5","2","17","23","2","0","8","5","1","1","0","0","0","","","","","",""
"27/7","4","387","1","0","7","19","0","2","50","0","0","4","1","2","0","0","1","0","0","0","0","0","1","6","0","0","0","0","0","0","181","1","1","71","211","8","60","0","53","0","0","5","28","5","33","35","23","25","34","5","5","2","16","25","4","1","8","5","1","1","0","0","0","","","","","",""
"28/7","4","397","1","0","6","23","0","3","54","0","0","3","0","1","0","0","1","0","0","0","0","0","1","6","0","0","0","0","0","0","177","1","1","79","197","16","68","0","51","0","0","6","24","4","42","40","25","28","37","4","4","1","16","29","4","1","8","5","1","1","0","0","0","","","","","",""
"29/7","4","401","0","0","6","25","0","3","57","1","0","3","1","1","0","0","1","0","0","0","0","0","2","8","0","0","0","0","1","0","181","1","1","90","216","17","71","1","47","0","0","6","23","5","43","43","28","27","48","5","7","1","17","24","4","1","8","5","1","1","0","0","0","","","","","",""
"30/7","5","394","0","0","7","27","0","4","62","1","0","2","1","1","0","0","0","0","0","0","0","0","2","8","0","0","0","0","1","1","173","1","2","80","270","19","73","1","55","0","0","7","24","5","56","44","25","39","54","6","8","1","13","30","4","1","11","4","0","1","0","0","0","","","","","",""
"31/7","5","380","0","0","5","29","0","4","69","1","0","2","1","1","0","0","1","0","0","0","0","0","3","8","0","1","0","1","1","1","94","1","2","75","322","19","77","1","50","0","0","6","26","5","75","49","29","43","58","7","9","1","12","25","4","1","13","6","1","1","0","0","0","","","","","",""
"1/8","6","375","0","0","5","27","0","4","75","1","0","2","1","0","1","0","1","0","0","0","0","0","4","8","0","1","0","1","1","1","127","1","2","57","360","19","77","2","37","0","0","7","26","5","85","42","25","46","63","7","8","2","11","28","7","1","17","5","2","1","1","0","0","","","","","",""
"2/8","7","356","0","1","4","29","0","5","79","1","0","2","2","0","1","0","1","0","0","0","0","0","4","7","0","1","0","1","2","1","153","1","3","57","369","21","73","2","30","0","0","7","26","6","108","40","25","61","74","7","9","1","13","25","7","1","17","6","2","1","1","0","0","","","","","",""
"3/8","8","332","0","1","3","32","0","6","83","2","0","3","1","0","1","0","2","0","0","0","0","0","5","8","0","2","0","2","3","1","182","1","5","70","428","24","63","3","27","0","1","6","26","6","121","40","27","64","77","8","10","1","16","28","8","1","18","8","2","1","1","0","0","","","","","",""
"4/8","8","319","0","1","2","36","0","6","87","1","0","4","2","0","1","0","2","0","0","0","0","0","6","8","0","2","0","2","2","0","208","2","5","76","489","15","58","4","25","0","1","6","32","6","121","40","38","71","72","9","10","1","17","23","11","0","19","9","3","1","2","0","0","","","","","",""
"5/8","8","311","1","1","2","39","0","6","88","2","0","5","1","0","1","0","2","0","0","0","0","0","6","8","0","2","0","2","2","0","220","2","7","84","476","14","55","4","35","0","2","7","35","6","127","40","39","72","66","11","7","1","22","26","13","0","17","9","3","1","3","0","0","","","","","",""
"6/8","7","309","1","1","1","46","0","5","94","2","1","5","1","0","1","0","2","0","0","0","0","0","6","8","0","3","0","2","3","0","243","2","8","86","446","16","54","4","35","0","4","8","39","6","132","40","43","65","54","11","7","1","24","23","13","0","15","9","3","1","3","0","0","","","","","",""
"7/8","7","306","1","0","1","41","0","5","102","3","1","6","1","0","1","0","2","0","0","0","0","0","5","7","0","2","0","2","3","0","233","3","8","91","397","16","48","5","38","0","4","10","41","6","118","42","42","71","69","10","5","2","27","26","13","1","14","8","2","1","5","0","0","","","","","",""
"8/8","7","304","1","0","1","52","0","5","108","2","1","6","1","0","1","0","2","0","0","0","0","0","6","8","0","2","0","3","3","0","242","3","8","82","439","20","49","5","38","0","5","9","41","6","110","42","43","69","53","10","4","3","41","22","16","1","10","9","1","0","4","0","0","","","","","",""
"9/8","6","301","1","0","1","51","0","5","113","3","1","7","1","0","1","0","2","0","0","0","0","0","8","7","0","2","0","2","3","0","233","3","9","107","518","18","49","5","47","0","5","11","42","6","90","48","42","59","63","11","4","5","38","22","16","1","11","10","1","0","5","0","0","","","","","",""
"10/8","6","299","0","0","0","51","0","4","125","3","1","6","1","0","1","0","5","0","0","0","0","0","7","9","0","1","0","2","2","0","252","3","9","90","506","16","46","6","53","0","5","12","40","7","74","46","41","58","65","10","3","7","43","22","19","1","11","10","0","0","4","0","0","","","","","",""
"11/8","6","300","0","0","0","48","0","4","144","3","1","6","1","0","1","0","5","0","0","0","0","0","6","8","0","1","0","4","2","0","283","3","8","96","496","16","49","6","63","0","5","13","40","7","70","46","34","54","81","9","4","7","41","20","15","1","10","9","0","0","4","0","0","","","","","",""
"12/8","6","300","0","0","0","47","0","3","167","2","1","7","1","0","1","0","6","0","0","0","0","0","7","8","0","0","0","4","2","0","262","2","7","83","586","24","50","6","66","0","4","12","35","8","77","45","30","60","71","8","4","8","40","20","15","1","12","9","0","0","3","0","0","","","","","",""
"13/8","6","294","0","0","0","40","0","3","175","2","1","7","1","0","1","0","6","0","0","0","0","0","9","7","0","1","0","4","1","0","248","3","7","79","653","32","50","6","51","0","3","13","35","7","74","48","27","64","77","8","4","8","37","16","15","1","11","11","0","0","3","0","0","","","","","",""
"14/8","6","297","0","0","0","48","0","2","185","2","1","10","1","0","1","0","6","1","0","0","0","0","15","9","0","2","0","3","1","0","265","2","10","76","700","33","54","5","68","0","3","13","35","8","74","43","25","66","59","8","5","8","37","16","15","1","9","10","0","0","2","0","0","","","","","",""
"15/8","5","304","0","0","0","43","0","4","183","2","1","11","1","2","1","0","7","1","0","0","0","0","13","6","0","3","0","3","1","0","253","2","11","90","665","27","65","6","80","0","5","14","29","8","71","42","24","74","60","9","5","7","26","19","14","1","9","11","0","0","2","0","0","","","","","",""
"16/8","5","297","0","0","0","47","0","4","185","1","1","10","1","2","1","0","7","1","0","0","0","0","16","7","0","3","0","3","1","0","271","2","11","69","650","32","70","6","74","0","5","17","37","9","90","39","24","73","39","6","5","6","31","19","20","1","7","8","0","0","2","0","0","","","","","",""
"17/8","5","292","0","0","0","51","0","4","171","1","1","10","2","4","1","0","4","1","0","0","0","0","16","5","0","4","0","3","1","0","253","2","10","68","732","39","75","6","92","0","4","16","39","9","101","43","24","78","37","7","5","5","22","11","18","1","5","6","0","0","2","0","0","","","","","",""
"18/8","5","296","0","0","0","58","0","7","153","1","1","9","2","4","1","0","5","1","0","0","0","0","17","6","0","6","0","2","1","0","221","2","11","55","757","39","65","6","98","0","4","19","39","18","100","43","20","77","21","7","3","5","20","17","18","2","7","8","0","0","2","0","0","","","","","",""
"19/8","5","302","0","0","0","65","0","9","140","1","0","9","2","5","1","0","6","1","0","0","0","0","15","4","0","7","0","4","1","0","233","2","10","57","766","35","68","6","113","0","4","22","45","18","98","43","21","78","21","7","3","3","18","14","17","1","6","7","0","0","2","0","0","","","","","",""
"20/8","4","301","0","0","0","75","0","9","136","1","0","9","2","5","1","0","7","1","0","0","1","0","18","7","0","6","0","4","1","0","225","2","10","62","824","26","68","6","134","0","4","25","40","18","90","38","21","78","20","8","4","4","17","19","17","2","5","4","0","0","3","0","0","","","","","",""
"21/8","5","299","0","0","0","85","0","12","121","0","0","6","3","6","1","0","9","1","0","0","2","0","14","7","0","6","0","3","1","0","210","1","6","61","1011","27","68","6","141","0","4","27","34","19","83","39","21","73","18","6","4","3","14","19","17","2","7","4","0","0","3","0","0","","","","","",""
"22/8","5","295","0","0","0","93","0","11","131","0","0","4","4","5","1","0","10","1","0","0","2","0","13","7","0","5","0","4","1","0","201","1","6","54","1069","31","59","7","169","0","2","29","39","19","83","40","22","67","26","6","4","2","11","14","21","3","6","8","0","0","3","0","0","","","","","",""
"23/8","4","306","0","0","0","98","0","11","132","0","0","4","3","4","1","0","13","0","0","0","2","0","9","14","0","5","0","5","1","0","188","2","5","51","1096","27","56","6","187","0","2","28","27","20","81","38","22","67","39","7","4","2","7","19","15","2","6","9","0","0","3","0","0","","","","","",""
"24/8","4","317","0","0","0","101","0","11","148","0","0","3","4","3","1","0","13","0","0","0","2","0","10","14","0","5","0","6","1","0","177","2","3","53","1108","20","55","5","169","0","2","28","21","22","86","33","22","59","38","7","6","2","6","19","15","2","7","9","0","0","3","0","0","","","","","",""
"25/8","5","335","0","0","0","103","0","8","154","0","0","3","3","3","1","0","14","0","0","0","2","0","9","15","0","3","0","6","1","0","179","3","3","54","1174","22","59","6","171","0","1","26","15","13","92","28","29","59","45","7","7","2","6","14","15","4","5","8","0","0","3","0","0","","","","","",""
"26/8","5","329","0","0","0","101","0","7","156","0","0","2","4","2","1","0","14","0","0","0","2","0","11","16","0","2","0","5","1","0","174","3","3","49","1240","19","55","6","164","0","1","29","11","19","90","26","30","54","48","6","7","2","5","18","16","5","4","9","0","0","5","0","0","","","","","",""
"27/8","5","351","0","1","0","105","0","6","166","0","0","2","3","2","1","0","14","0","0","0","1","0","12","16","0","4","0","5","1","0","171","3","3","50","1422","16","53","5","161","0","1","28","10","20","89","25","34","48","49","7","8","1","6","16","17","5","6","9","0","0","18","0","0","","","","","",""
"28/8","5","367","0","1","0","97","0","5","174","0","0","3","3","2","2","0","14","0","0","0","1","0","13","18","0","4","0","5","1","0","175","4","2","43","1317","15","55","5","141","0","1","25","10","22","90","22","35","42","47","8","8","1","6","15","18","5","6","11","0","0","28","0","0","","","","","",""
"29/8","6","375","0","1","0","90","0","4","159","0","0","4","2","1","2","0","14","0","0","0","1","0","14","20","0","4","0","5","1","0","185","6","2","55","1383","13","52","4","109","0","0","27","6","22","84","20","37","38","42","7","10","1","6","16","7","4","7","5","0","0","34","0","0","","","","","",""
"30/8","7","393","0","1","0","82","0","4","155","0","0","6","2","1","3","0","12","0","0","0","0","0","16","14","0","5","0","3","1","0","193","5","1","59","1500","14","48","4","96","0","0","28","6","23","75","17","38","34","32","7","10","1","7","12","8","4","7","4","0","0","37","0","0","","","","","",""
"31/8","7","403","0","1","0","79","0","3","150","0","0","9","2","1","3","0","14","0","0","0","0","0","17","14","0","4","0","3","1","0","204","5","1","60","1536","14","46","3","103","0","0","26","5","26","64","17","38","32","32","8","11","1","7","12","5","4","8","5","1","0","42","0","0","","","","","",""
"1/9","7","403","0","1","0","69","0","3","154","0","0","11","2","1","3","0","13","1","0","0","0","0","18","13","0","7","0","4","1","0","212","5","2","57","1508","14","45","2","96","0","0","27","6","30","61","16","34","28","28","7","10","1","7","13","6","2","8","5","1","0","53","0","0","","","","","",""
"2/9","7","426","0","0","0","61","0","3","156","0","0","12","2","1","4","0","13","1","0","0","0","0","18","14","0","7","0","3","1","0","220","5","1","59","1493","13","44","2","92","0","0","23","5","31","55","14","33","26","29","8","16","1","7","10","6","3","8","4","1","0","57","0","0","","","","","",""
"3/9","7","460","0","0","0","50","0","3","156","0","0","13","2","1","3","0","13","1","0","0","0","0","12","11","0","5","0","2","0","0","226","5","1","70","1289","11","42","2","83","0","0","22","4","35","49","14","32","21","27","7","15","1","6","8","6","3","6","6","1","0","43","0","0","","","","","",""
"4/9","7","445","0","0","0","45","0","2","162","0","0","14","2","1","3","0","12","1","0","0","0","0","12","12","0","5","0","3","0","0","232","5","2","82","1225","11","40","1","78","0","0","22","4","38","46","15","36","24","27","7","20","1","5","6","6","3","5","4","1","0","45","0","0","","","","","",""
"5/9","6","459","0","0","0","41","0","2","190","0","0","15","2","1","3","0","12","1","0","0","0","0","11","9","0","5","0","2","0","0","245","4","2","70","1149","13","40","1","77","0","0","21","6","57","44","16","34","29","27","7","20","1","4","5","6","3","3","4","1","0","39","0","0","","","","","",""
"6/9","5","473","0","0","0","42","0","1","202","0","0","15","2","2","3","0","10","1","0","0","0","0","9","12","0","4","0","2","0","0","265","5","3","76","992","11","43","1","77","0","0","21","6","64","42","18","34","32","26","6","21","1","4","4","6","4","3","4","1","0","38","0","0","","","","","",""
"7/9","4","493","0","0","0","34","0","2","212","0","0","14","2","2","3","0","8","1","0","0","0","0","8","11","0","5","0","3","0","0","259","5","3","80","969","10","39","1","76","0","0","24","6","72","42","18","33","33","23","6","24","1","3","3","6","4","1","12","0","0","53","0","0","","","","","",""
"8/9","4","515","0","0","0","32","0","1","214","0","0","14","2","2","3","0","8","0","0","0","0","0","7","11","0","2","0","2","0","0","246","6","2","77","958","10","38","1","74","0","0","23","5","69","37","18","30","37","24","7","30","1","2","2","5","4","1","16","0","0","47","0","0","","","","","",""
"9/9","4","510","0","0","0","31","0","2","216","0","0","13","1","2","2","0","6","0","0","0","0","0","5","13","0","2","0","2","0","0","236","7","3","86","959","9","34","1","64","0","0","22","5","69","38","19","31","38","21","8","25","1","2","3","5","4","1","18","0","0","46","0","0","","","","","",""
"10/9","4","500","1","0","0","27","0","3","211","0","0","15","1","2","1","0","5","0","0","0","0","0","6","14","0","2","0","2","0","0","221","9","2","84","955","9","33","0","65","0","0","20","4","68","36","18","28","40","18","7","30","2","2","3","5","3","0","19","0","0","52","0","0","","","","","",""
"11/9","3","516","1","0","0","24","0","4","210","0","0","16","1","2","1","0","4","0","0","0","0","0","4","11","0","2","0","3","0","0","209","8","2","84","1015","8","27","0","64","0","0","23","4","71","35","17","22","37","18","8","27","1","3","3","4","3","0","20","0","0","44","0","0","","","","","",""
"12/9","3","516","1","0","0","20","0","4","201","0","0","16","1","1","1","0","3","0","0","0","0","0","4","12","0","1","0","2","0","0","181","9","2","84","1001","5","26","0","93","0","0","23","2","57","33","16","20","35","17","8","28","1","3","3","4","4","0","22","0","0","51","0","0","","","","","",""
"13/9","3","497","1","0","0","15","0","5","198","0","0","15","1","1","1","0","3","0","0","0","0","0","4","9","0","1","0","2","0","0","150","8","1","85","1060","3","23","0","88","0","0","21","2","50","29","13","19","35","17","8","29","1","3","3","4","5","0","25","0","0","55","0","0","","","","","",""
"14/9","3","486","1","0","0","13","0","5","193","0","0","13","0","1","1","0","3","0","0","0","0","0","4","10","0","0","0","2","0","0","144","12","1","77","987","3","21","0","84","0","0","22","1","45","27","10","16","32","15","10","30","1","4","4","4","5","0","21","0","0","34","0","0","","","","","",""
"15/9","2","464","1","0","0","11","0","5","192","0","0","12","0","0","2","0","1","0","0","0","0","0","4","8","0","0","0","2","0","0","147","11","1","77","990","2","20","0","79","0","0","23","1","53","26","9","15","30","13","10","27","1","5","4","3","5","0","21","0","0","35","0","0","","","","","",""
"16/9","2","466","1","0","0","8","0","5","182","0","0","13","0","0","1","0","1","0","0","0","0","0","5","6","0","0","0","2","0","0","139","11","1","68","927","2","19","0","77","0","0","28","1","57","23","9","14","30","14","10","28","1","7","3","2","6","1","19","0","0","34","0","0","","","","","",""
"17/9","2","449","1","0","0","6","0","4","167","0","0","13","0","0","1","0","1","0","0","0","0","0","4","5","0","2","0","1","0","0","136","9","0","57","946","2","18","0","75","0","0","32","1","62","23","8","13","31","14","9","24","1","8","3","3","6","3","16","0","0","33","0","0","","","","","",""
"18/9","2","433","0","0","0","5","0","3","166","0","0","13","0","0","1","0","1","0","0","0","0","0","4","9","0","3","0","0","0","0","130","10","0","51","901","3","18","0","78","0","0","34","1","63","22","7","12","31","13","11","22","1","10","3","2","6","3","27","0","0","34","0","0","","","","","",""
"19/9","2","426","0","0","0","4","0","4","166","0","0","12","0","0","1","0","1","0","0","0","0","0","4","8","0","4","0","0","0","0","128","9","0","47","866","3","15","0","48","0","0","46","2","65","21","7","11","30","16","12","20","1","12","3","2","6","4","26","0","0","28","0","0","","","","","",""
"20/9","1","423","0","0","0","3","0","3","169","0","0","12","0","0","1","0","1","0","0","0","0","0","3","13","0","4","0","0","0","0","124","10","0","38","775","2","13","0","51","0","0","49","1","70","19","8","10","28","15","13","16","1","13","3","2","5","6","27","0","0","26","0","0","","","","","",""
"21/9","1","425","0","2","0","3","0","2","163","0","0","12","0","0","1","0","1","0","0","0","0","0","2","13","0","4","0","0","0","0","117","6","0","37","833","2","12","0","51","0","0","49","2","69","17","9","11","28","15","12","12","1","14","2","2","6","7","24","0","0","27","0","0","","","","","",""
"22/9","1","427","0","4","0","4","0","2","167","0","0","12","0","0","1","0","1","0","0","0","0","0","2","13","0","6","0","0","0","0","103","6","0","37","872","2","11","0","51","0","0","56","1","66","16","9","10","28","14","13","12","1","15","2","2","5","7","23","0","0","23","0","0","","","","","",""
"23/9","1","419","0","6","0","4","0","2","173","0","0","11","0","0","0","0","1","0","0","0","0","0","2","13","0","6","0","0","0","0","98","6","0","39","862","2","10","0","50","0","0","55","1","64","14","9","9","27","12","12","10","1","15","1","1","5","5","27","0","0","20","0","0","","","","","",""
"24/9","1","395","0","7","0","3","0","2","188","0","0","7","0","0","0","0","0","0","0","0","0","0","2","15","0","5","0","0","0","0","93","4","0","34","820","2","10","0","50","0","0","54","2","66","13","9","9","28","12","13","8","1","15","1","0","5","5","28","0","0","17","0","0","","","","","",""
"25/9","1","393","0","15","0","4","0","2","190","0","0","6","0","0","0","0","0","0","0","0","0","0","2","10","0","4","0","0","0","0","91","4","0","32","851","2","8","0","43","0","0","53","3","61","13","9","8","28","11","12","21","1","15","2","4","5","5","18","0","0","13","0","0","","","","","",""
"26/9","1","389","0","21","0","5","0","1","183","0","0","4","0","0","0","0","0","0","0","0","0","0","3","13","0","4","0","0","0","0","86","4","1","30","892","1","9","0","41","0","0","42","3","58","13","8","8","28","5","11","23","1","14","2","4","4","4","16","0","0","14","0","0","","","","","",""
"27/9","0","377","0","25","0","5","0","1","175","0","0","3","0","0","0","0","0","0","0","0","0","0","2","7","0","5","0","0","0","0","82","3","1","34","989","1","8","0","33","0","0","44","3","52","14","8","9","29","4","11","22","1","14","2","4","3","2","13","1","0","12","0","0","","","","","",""
"28/9","0","347","0","25","0","3","0","1","181","0","0","2","0","0","0","0","0","0","0","0","0","0","2","7","0","5","0","0","0","0","76","3","1","34","947","2","7","0","29","0","0","50","3","49","15","7","11","30","3","10","23","0","15","2","4","3","3","12","1","0","12","0","0","","","","","",""
"29/9","0","339","0","26","0","3","0","1","180","0","0","2","0","0","0","0","0","0","0","0","0","0","1","8","0","6","0","0","0","0","73","4","2","32","874","2","6","0","28","0","0","43","3","45","16","5","13","29","3","8","20","0","15","2","13","4","3","9","1","0","12","0","0","","","","","",""
"30/9","0","331","0","30","0","3","0","0","176","0","0","3","0","0","0","0","1","0","1","0","0","0","1","10","0","6","0","0","0","0","69","4","2","28","847","1","5","0","27","0","0","46","4","40","17","5","15","28","3","8","21","1","16","2","13","3","3","5","1","0","12","0","0","","","","","",""
"1/10","0","330","0","34","0","2","0","1","174","0","0","3","0","0","0","0","1","0","1","0","0","0","0","8","0","8","0","0","0","0","64","5","2","28","798","1","4","0","24","0","0","48","3","33","16","5","18","26","3","7","22","1","16","2","13","3","2","5","1","0","13","0","0","","","","","",""
"2/10","0","315","0","31","0","1","0","1","158","0","0","3","0","0","0","0","1","0","2","0","1","0","0","11","0","9","0","0","0","0","58","5","2","26","712","1","4","0","22","0","0","49","3","33","17","4","21","24","3","5","7","1","16","1","9","3","3","5","1","0","13","0","0","","","","","",""
"3/10","0","286","0","30","0","1","0","0","160","0","0","3","0","0","0","0","1","0","2","0","1","0","0","9","0","11","0","0","0","0","53","5","1","27","629","2","5","1","19","0","0","52","4","31","18","4","27","22","4","5","6","1","16","1","9","5","5","6","1","0","13","0","0","","","","","",""
"4/10","1","268","0","30","0","1","0","0","163","0","0","4","0","0","0","0","1","0","2","0","1","0","0","9","0","12","0","0","0","0","47","6","1","22","524","2","7","1","19","0","0","57","4","31","20","3","28","20","6","4","6","1","17","2","19","7","5","7","1","0","13","0","0","","","","","",""
"5/10","1","242","0","32","0","1","0","0","159","0","0","5","0","0","0","0","2","1","2","0","1","0","0","9","0","13","0","0","0","0","43","10","1","21","464","3","10","1","20","0","0","54","4","31","21","3","36","20","9","5","6","1","17","3","19","9","10","6","1","0","13","0","0","","","","","",""
"6/10","1","212","0","31","0","1","0","1","147","0","0","6","0","0","0","0","2","1","2","0","1","0","1","11","0","11","0","0","0","0","40","11","2","22","401","8","13","1","20","0","0","60","5","31","22","3","39","20","11","6","6","1","17","5","10","10","10","7","2","0","12","0","0","","","","","",""
"7/10","1","183","0","29","0","1","0","1","146","0","0","6","0","0","0","0","2","1","1","0","1","0","1","10","0","14","0","0","0","0","37","13","3","26","350","10","15","1","20","0","0","61","6","31","24","2","38","19","12","5","5","0","17","5","10","13","14","8","3","0","12","0","0","","","","","",""
"8/10","1","167","0","25","0","1","0","1","142","0","0","6","0","0","1","0","2","1","1","0","1","0","1","10","0","13","0","0","1","0","35","13","5","30","311","11","18","1","20","0","0","64","7","32","27","3","38","20","12","6","5","3","15","6","10","17","19","10","4","0","10","0","0","","","","","",""
"9/10","0","155","0","23","0","1","0","1","144","0","0","7","0","0","1","0","2","1","1","0","0","0","2","11","0","13","0","0","0","0","32","14","9","33","283","12","22","2","21","0","1","73","7","34","27","2","44","20","13","6","6","3","14","7","26","21","22","9","5","0","9","0","0","","","","","",""
"10/10","0","140","0","21","1","1","0","1","139","0","0","7","0","0","1","0","1","1","1","0","0","0","2","10","0","13","0","0","0","0","32","18","11","33","262","14","23","2","24","0","1","72","8","35","26","2","47","21","13","6","6","3","14","7","26","23","24","10","5","2","7","0","0","","","","","",""
